"id","registry","crossreg_euctr_id","is_crossreg_eudract"
"NCT01079689","ClinicalTrials.gov",NA,FALSE
"NCT01080664","ClinicalTrials.gov",NA,FALSE
"NCT01080924","ClinicalTrials.gov",NA,FALSE
"NCT01081145","ClinicalTrials.gov","2009-018161-12",TRUE
"NCT01083030","ClinicalTrials.gov",NA,FALSE
"NCT01087723","ClinicalTrials.gov",NA,FALSE
"NCT01088620","ClinicalTrials.gov","2009-014677-41",TRUE
"NCT01088672","ClinicalTrials.gov",NA,FALSE
"NCT01089231","ClinicalTrials.gov",NA,FALSE
"NCT01094080","ClinicalTrials.gov",NA,FALSE
"NCT01094145","ClinicalTrials.gov",NA,FALSE
"NCT01095952","ClinicalTrials.gov",NA,FALSE
"NCT01101139","ClinicalTrials.gov",NA,FALSE
"NCT01101958","ClinicalTrials.gov",NA,FALSE
"NCT01102712","ClinicalTrials.gov",NA,FALSE
"NCT01105351","ClinicalTrials.gov",NA,FALSE
"NCT01106391","ClinicalTrials.gov",NA,FALSE
"NCT01106430","ClinicalTrials.gov","2009-011745-94",TRUE
"NCT01106586","ClinicalTrials.gov",NA,FALSE
"NCT01106820","ClinicalTrials.gov",NA,FALSE
"NCT01108146","ClinicalTrials.gov",NA,FALSE
"NCT01108510","ClinicalTrials.gov","2009-016759-22",TRUE
"NCT01110720","ClinicalTrials.gov",NA,FALSE
"NCT01110915","ClinicalTrials.gov",NA,FALSE
"NCT01112865","ClinicalTrials.gov",NA,FALSE
"NCT01115101","ClinicalTrials.gov",NA,FALSE
"NCT01119261","ClinicalTrials.gov","2009-016992-31",TRUE
"NCT01119274","ClinicalTrials.gov","2009-016994-13",TRUE
"NCT01119300","ClinicalTrials.gov",NA,FALSE
"NCT01120301","ClinicalTrials.gov",NA,FALSE
"NCT01124214","ClinicalTrials.gov",NA,FALSE
"NCT01143272","ClinicalTrials.gov","2009-017374-20",TRUE
"NCT01145404","ClinicalTrials.gov",NA,FALSE
"NCT01145924","ClinicalTrials.gov",NA,FALSE
"NCT01147081","ClinicalTrials.gov","2010-018371-18",TRUE
"NCT01147939","ClinicalTrials.gov",NA,FALSE
"NCT01149304","ClinicalTrials.gov","2008-002985-70",TRUE
"NCT01154140","ClinicalTrials.gov","2010-021336-33",TRUE
"NCT01154270","ClinicalTrials.gov",NA,FALSE
"NCT01163032","ClinicalTrials.gov",NA,FALSE
"NCT01163734","ClinicalTrials.gov","2009-017168-17",TRUE
"NCT01164059","ClinicalTrials.gov","2009-010966-47",TRUE
"NCT01166243","ClinicalTrials.gov","2010-019427-58",TRUE
"NCT01166997","ClinicalTrials.gov",NA,FALSE
"NCT01167075","ClinicalTrials.gov",NA,FALSE
"NCT01167374","ClinicalTrials.gov",NA,FALSE
"NCT01168830","ClinicalTrials.gov",NA,FALSE
"NCT01172119","ClinicalTrials.gov",NA,FALSE
"NCT01172769","ClinicalTrials.gov",NA,FALSE
"NCT01172938","ClinicalTrials.gov",NA,FALSE
"NCT01175265","ClinicalTrials.gov",NA,FALSE
"NCT01176734","ClinicalTrials.gov",NA,FALSE
"NCT01176968","ClinicalTrials.gov","2010-019844-38",TRUE
"NCT01178255","ClinicalTrials.gov","2009-017458-11",TRUE
"NCT01179789","ClinicalTrials.gov",NA,FALSE
"NCT01179971","ClinicalTrials.gov",NA,FALSE
"NCT01180400","ClinicalTrials.gov",NA,FALSE
"NCT01180504","ClinicalTrials.gov",NA,FALSE
"NCT01181206","ClinicalTrials.gov",NA,FALSE
"NCT01186510","ClinicalTrials.gov",NA,FALSE
"NCT01187134","ClinicalTrials.gov",NA,FALSE
"NCT01197508","ClinicalTrials.gov",NA,FALSE
"NCT01200420","ClinicalTrials.gov","2010-019057-17",TRUE
"NCT01203254","ClinicalTrials.gov","2009-010727-91",TRUE
"NCT01205906","ClinicalTrials.gov",NA,FALSE
"NCT01205919","ClinicalTrials.gov",NA,FALSE
"NCT01208233","ClinicalTrials.gov","2010-021414-32",TRUE
"NCT01209286","ClinicalTrials.gov",NA,FALSE
"NCT01209637","ClinicalTrials.gov",NA,FALSE
"NCT01210729","ClinicalTrials.gov",NA,FALSE
"NCT01212302","ClinicalTrials.gov",NA,FALSE
"NCT01215071","ClinicalTrials.gov",NA,FALSE
"NCT01217528","ClinicalTrials.gov",NA,FALSE
"NCT01220856","ClinicalTrials.gov","2010-019424-31",TRUE
"NCT01220908","ClinicalTrials.gov",NA,FALSE
"NCT01221493","ClinicalTrials.gov",NA,FALSE
"NCT01221571","ClinicalTrials.gov","2010-019232-13",TRUE
"NCT01224379","ClinicalTrials.gov",NA,FALSE
"NCT01230086","ClinicalTrials.gov",NA,FALSE
"NCT01234233","ClinicalTrials.gov",NA,FALSE
"NCT01235286","ClinicalTrials.gov",NA,FALSE
"NCT01237431","ClinicalTrials.gov",NA,FALSE
"NCT01239992","ClinicalTrials.gov","2010-019954-42",TRUE
"NCT01241591","ClinicalTrials.gov",NA,FALSE
"NCT01243073","ClinicalTrials.gov",NA,FALSE
"NCT01243411","ClinicalTrials.gov",NA,FALSE
"NCT01244048","ClinicalTrials.gov",NA,FALSE
"NCT01244061","ClinicalTrials.gov",NA,FALSE
"NCT01244490","ClinicalTrials.gov","2010-018579-12",TRUE
"NCT01249677","ClinicalTrials.gov",NA,FALSE
"NCT01250106","ClinicalTrials.gov",NA,FALSE
"NCT01250587","ClinicalTrials.gov",NA,FALSE
"NCT01251328","ClinicalTrials.gov",NA,FALSE
"NCT01252459","ClinicalTrials.gov","2012-001121-27",TRUE
"NCT01256424","ClinicalTrials.gov",NA,FALSE
"NCT01258738","ClinicalTrials.gov","2010-020077-16",TRUE
"NCT01259739","ClinicalTrials.gov",NA,FALSE
"NCT01261091","ClinicalTrials.gov",NA,FALSE
"NCT01261741","ClinicalTrials.gov","2010-020737-50",TRUE
"NCT01261949","ClinicalTrials.gov",NA,FALSE
"NCT01263522","ClinicalTrials.gov",NA,FALSE
"NCT01270126","ClinicalTrials.gov",NA,FALSE
"NCT01271361","ClinicalTrials.gov",NA,FALSE
"NCT01276639","ClinicalTrials.gov",NA,FALSE
"NCT01280877","ClinicalTrials.gov",NA,FALSE
"NCT01281189","ClinicalTrials.gov","2010-022818-19",TRUE
"NCT01281878","ClinicalTrials.gov",NA,FALSE
"NCT01284062","ClinicalTrials.gov","2010-023762-49",TRUE
"NCT01285271","ClinicalTrials.gov","2010-023942-63",TRUE
"NCT01289964","ClinicalTrials.gov",NA,FALSE
"NCT01294254","ClinicalTrials.gov",NA,FALSE
"NCT01294527","ClinicalTrials.gov",NA,FALSE
"NCT01295307","ClinicalTrials.gov","2010-022584-35",TRUE
"NCT01296997","ClinicalTrials.gov",NA,FALSE
"NCT01297023","ClinicalTrials.gov",NA,FALSE
"NCT01297712","ClinicalTrials.gov",NA,FALSE
"NCT01299948","ClinicalTrials.gov",NA,FALSE
"NCT01302951","ClinicalTrials.gov","2008-001902-18",TRUE
"NCT01303224","ClinicalTrials.gov","2010-018300-85",TRUE
"NCT01304992","ClinicalTrials.gov",NA,FALSE
"NCT01306552","ClinicalTrials.gov",NA,FALSE
"NCT01307020","ClinicalTrials.gov","2010-022798-32",TRUE
"NCT01309737","ClinicalTrials.gov",NA,FALSE
"NCT01311245","ClinicalTrials.gov",NA,FALSE
"NCT01314716","ClinicalTrials.gov",NA,FALSE
"NCT01317290","ClinicalTrials.gov",NA,FALSE
"NCT01318395","ClinicalTrials.gov",NA,FALSE
"NCT01319357","ClinicalTrials.gov",NA,FALSE
"NCT01321840","ClinicalTrials.gov",NA,FALSE
"NCT01323270","ClinicalTrials.gov","2010-022449-38",TRUE
"NCT01323556","ClinicalTrials.gov",NA,FALSE
"NCT01324037","ClinicalTrials.gov",NA,FALSE
"NCT01325623","ClinicalTrials.gov",NA,FALSE
"NCT01326520","ClinicalTrials.gov",NA,FALSE
"NCT01327430","ClinicalTrials.gov",NA,FALSE
"NCT01327534","ClinicalTrials.gov",NA,FALSE
"NCT01328210","ClinicalTrials.gov",NA,FALSE
"NCT01328899","ClinicalTrials.gov",NA,FALSE
"NCT01330901","ClinicalTrials.gov","2011-000844-56",TRUE
"NCT01337297","ClinicalTrials.gov",NA,FALSE
"NCT01339026","ClinicalTrials.gov","2010-020219-35",TRUE
"NCT01343602","ClinicalTrials.gov",NA,FALSE
"NCT01352325","ClinicalTrials.gov",NA,FALSE
"NCT01355120","ClinicalTrials.gov","2010-021946-22",TRUE
"NCT01355835","ClinicalTrials.gov",NA,FALSE
"NCT01360554","ClinicalTrials.gov","2010-022656-22",TRUE
"NCT01363479","ClinicalTrials.gov","2010-022223-29",TRUE
"NCT01368471","ClinicalTrials.gov",NA,FALSE
"NCT01369706","ClinicalTrials.gov",NA,FALSE
"NCT01370135","ClinicalTrials.gov",NA,FALSE
"NCT01370863","ClinicalTrials.gov","2010-021397-12",TRUE
"NCT01375049","ClinicalTrials.gov",NA,FALSE
"NCT01381198","ClinicalTrials.gov",NA,FALSE
"NCT01382030","ClinicalTrials.gov","2004-002501-72",TRUE
"NCT01382680","ClinicalTrials.gov",NA,FALSE
"NCT01384058","ClinicalTrials.gov","2006-005906-30",TRUE
"NCT01385202","ClinicalTrials.gov",NA,FALSE
"NCT01387711","ClinicalTrials.gov","2011-001560-22",TRUE
"NCT01389856","ClinicalTrials.gov",NA,FALSE
"NCT01394692","ClinicalTrials.gov",NA,FALSE
"NCT01398488","ClinicalTrials.gov",NA,FALSE
"NCT01400022","ClinicalTrials.gov",NA,FALSE
"NCT01400100","ClinicalTrials.gov",NA,FALSE
"NCT01400841","ClinicalTrials.gov",NA,FALSE
"NCT01401283","ClinicalTrials.gov",NA,FALSE
"NCT01405313","ClinicalTrials.gov",NA,FALSE
"NCT01405469","ClinicalTrials.gov",NA,FALSE
"NCT01406730","ClinicalTrials.gov",NA,FALSE
"NCT01407887","ClinicalTrials.gov",NA,FALSE
"NCT01409330","ClinicalTrials.gov",NA,FALSE
"NCT01409720","ClinicalTrials.gov",NA,FALSE
"NCT01409824","ClinicalTrials.gov",NA,FALSE
"NCT01412320","ClinicalTrials.gov",NA,FALSE
"NCT01414231","ClinicalTrials.gov",NA,FALSE
"NCT01414634","ClinicalTrials.gov","2008-004408-29",TRUE
"NCT01415622","ClinicalTrials.gov",NA,FALSE
"NCT01415804","ClinicalTrials.gov",NA,FALSE
"NCT01417312","ClinicalTrials.gov",NA,FALSE
"NCT01417936","ClinicalTrials.gov","2011-000902-24",TRUE
"NCT01418053","ClinicalTrials.gov",NA,FALSE
"NCT01419171","ClinicalTrials.gov",NA,FALSE
"NCT01422512","ClinicalTrials.gov","2010-024613-31",TRUE
"NCT01425359","ClinicalTrials.gov",NA,FALSE
"NCT01426880","ClinicalTrials.gov","2011-000553-23",TRUE
"NCT01433653","ClinicalTrials.gov",NA,FALSE
"NCT01437930","ClinicalTrials.gov",NA,FALSE
"NCT01439100","ClinicalTrials.gov","2011-002901-31",TRUE
"NCT01442376","ClinicalTrials.gov",NA,FALSE
"NCT01450865","ClinicalTrials.gov","2007-007314-10",TRUE
"NCT01450930","ClinicalTrials.gov","2011-002687-25",TRUE
"NCT01453712","ClinicalTrials.gov",NA,FALSE
"NCT01456351","ClinicalTrials.gov",NA,FALSE
"NCT01458457","ClinicalTrials.gov",NA,FALSE
"NCT01466387","ClinicalTrials.gov","2011-000475-14",TRUE
"NCT01468766","ClinicalTrials.gov",NA,FALSE
"NCT01472939","ClinicalTrials.gov","2011-004388-62",TRUE
"NCT01474109","ClinicalTrials.gov",NA,FALSE
"NCT01475838","ClinicalTrials.gov","2011-004483-30",TRUE
"NCT01481584","ClinicalTrials.gov",NA,FALSE
"NCT01490268","ClinicalTrials.gov","2011-003648-31",TRUE
"NCT01495533","ClinicalTrials.gov",NA,FALSE
"NCT01495702","ClinicalTrials.gov","2011-004963-56",TRUE
"NCT01500330","ClinicalTrials.gov",NA,FALSE
"NCT01500993","ClinicalTrials.gov",NA,FALSE
"NCT01502241","ClinicalTrials.gov",NA,FALSE
"NCT01503216","ClinicalTrials.gov",NA,FALSE
"NCT01504347","ClinicalTrials.gov","2010-023384-18",TRUE
"NCT01510704","ClinicalTrials.gov","2011-004267-71",TRUE
"NCT01516021","ClinicalTrials.gov",NA,FALSE
"NCT01519739","ClinicalTrials.gov",NA,FALSE
"NCT01520506","ClinicalTrials.gov",NA,FALSE
"NCT01524055","ClinicalTrials.gov",NA,FALSE
"NCT01525537","ClinicalTrials.gov",NA,FALSE
"NCT01526447","ClinicalTrials.gov",NA,FALSE
"NCT01530360","ClinicalTrials.gov",NA,FALSE
"NCT01534962","ClinicalTrials.gov","2011-002789-18",TRUE
"NCT01539330","ClinicalTrials.gov","2008-008524-32",TRUE
"NCT01539512","ClinicalTrials.gov","2011-005180-24",TRUE
"NCT01540357","ClinicalTrials.gov",NA,FALSE
"NCT01541865","ClinicalTrials.gov",NA,FALSE
"NCT01543243","ClinicalTrials.gov",NA,FALSE
"NCT01555840","ClinicalTrials.gov",NA,FALSE
"NCT01558167","ClinicalTrials.gov","2009-012957-39",TRUE
"NCT01564095","ClinicalTrials.gov","2010-021333-31",TRUE
"NCT01566825","ClinicalTrials.gov","2007-003546-14",TRUE
"NCT01573117","ClinicalTrials.gov",NA,FALSE
"NCT01576107","ClinicalTrials.gov",NA,FALSE
"NCT01586091","ClinicalTrials.gov","2010-022747-38",TRUE
"NCT01591031","ClinicalTrials.gov",NA,FALSE
"NCT01598649","ClinicalTrials.gov",NA,FALSE
"NCT01599819","ClinicalTrials.gov","2011-002011-28",TRUE
"NCT01601496","ClinicalTrials.gov",NA,FALSE
"NCT01618565","ClinicalTrials.gov",NA,FALSE
"NCT01624961","ClinicalTrials.gov",NA,FALSE
"NCT01628627","ClinicalTrials.gov",NA,FALSE
"NCT01631123","ClinicalTrials.gov",NA,FALSE
"NCT01644006","ClinicalTrials.gov",NA,FALSE
"NCT01650805","ClinicalTrials.gov",NA,FALSE
"NCT01652391","ClinicalTrials.gov",NA,FALSE
"NCT01654679","ClinicalTrials.gov",NA,FALSE
"NCT01656928","ClinicalTrials.gov",NA,FALSE
"NCT01663649","ClinicalTrials.gov",NA,FALSE
"NCT01668485","ClinicalTrials.gov",NA,FALSE
"NCT01669109","ClinicalTrials.gov",NA,FALSE
"NCT01673048","ClinicalTrials.gov",NA,FALSE
"NCT01682720","ClinicalTrials.gov","2012-001942-16",TRUE
"NCT01683578","ClinicalTrials.gov",NA,FALSE
"NCT01685775","ClinicalTrials.gov",NA,FALSE
"NCT01693016","ClinicalTrials.gov",NA,FALSE
"NCT01700244","ClinicalTrials.gov",NA,FALSE
"NCT01703819","ClinicalTrials.gov","2012-002358-22",TRUE
"NCT01711905","ClinicalTrials.gov",NA,FALSE
"NCT01716286","ClinicalTrials.gov",NA,FALSE
"NCT01724437","ClinicalTrials.gov",NA,FALSE
"NCT01729546","ClinicalTrials.gov",NA,FALSE
"NCT01731249","ClinicalTrials.gov","2010-020693-42",TRUE
"NCT01737034","ClinicalTrials.gov",NA,FALSE
"NCT01743768","ClinicalTrials.gov","2012-003570-77",TRUE
"NCT01769105","ClinicalTrials.gov",NA,FALSE
"NCT01777815","ClinicalTrials.gov",NA,FALSE
"NCT01778270","ClinicalTrials.gov",NA,FALSE
"NCT01789021","ClinicalTrials.gov",NA,FALSE
"NCT01792713","ClinicalTrials.gov","2012-003954-95",TRUE
"NCT01797458","ClinicalTrials.gov",NA,FALSE
"NCT01806012","ClinicalTrials.gov",NA,FALSE
"NCT01810471","ClinicalTrials.gov",NA,FALSE
"NCT01812304","ClinicalTrials.gov",NA,FALSE
"NCT01845194","ClinicalTrials.gov",NA,FALSE
"NCT01847456","ClinicalTrials.gov",NA,FALSE
"NCT01856179","ClinicalTrials.gov",NA,FALSE
"NCT01871831","ClinicalTrials.gov",NA,FALSE
"NCT01879111","ClinicalTrials.gov",NA,FALSE
"NCT01885000","ClinicalTrials.gov","2012-005686-12",TRUE
"NCT01886014","ClinicalTrials.gov",NA,FALSE
"NCT01886365","ClinicalTrials.gov",NA,FALSE
"NCT01909687","ClinicalTrials.gov",NA,FALSE
"NCT01917305","ClinicalTrials.gov",NA,FALSE
"NCT01942473","ClinicalTrials.gov",NA,FALSE
"NCT02007005","ClinicalTrials.gov",NA,FALSE
"NCT02027038","ClinicalTrials.gov",NA,FALSE
"NCT02038062","ClinicalTrials.gov",NA,FALSE
"NCT02056951","ClinicalTrials.gov",NA,FALSE
"NCT02120859","ClinicalTrials.gov",NA,FALSE
"NCT02130115","ClinicalTrials.gov",NA,FALSE
"NCT02163863","ClinicalTrials.gov",NA,FALSE
"NCT02168790","ClinicalTrials.gov",NA,FALSE
"NCT02181101","ClinicalTrials.gov","2005-000490-21",TRUE
"NCT02189408","ClinicalTrials.gov",NA,FALSE
"NCT02196545","ClinicalTrials.gov",NA,FALSE
"NCT02220764","ClinicalTrials.gov",NA,FALSE
"NCT02349490","ClinicalTrials.gov",NA,FALSE
"NCT02436083","ClinicalTrials.gov",NA,FALSE
"NCT02586181","ClinicalTrials.gov",NA,FALSE
"NCT02595229","ClinicalTrials.gov",NA,FALSE
"NCT02620553","ClinicalTrials.gov",NA,FALSE
"NCT02697539","ClinicalTrials.gov",NA,FALSE
"NCT02799069","ClinicalTrials.gov",NA,FALSE
"NCT02925377","ClinicalTrials.gov",NA,FALSE
"NCT02935413","ClinicalTrials.gov",NA,FALSE
"NCT00152698","ClinicalTrials.gov",NA,FALSE
"NCT00170287","ClinicalTrials.gov",NA,FALSE
"NCT00323297","ClinicalTrials.gov","2006-001464-23",TRUE
"NCT00510393","ClinicalTrials.gov",NA,FALSE
"NCT00542048","ClinicalTrials.gov",NA,FALSE
"NCT00608985","ClinicalTrials.gov",NA,FALSE
"NCT00623402","ClinicalTrials.gov","2007-001918-16",TRUE
"NCT00626548","ClinicalTrials.gov",NA,FALSE
"NCT00669708","ClinicalTrials.gov",NA,FALSE
"NCT00746720","ClinicalTrials.gov","2005-003854-80",TRUE
"NCT00827606","ClinicalTrials.gov","2008-006130-95",TRUE
"NCT00847444","ClinicalTrials.gov",NA,FALSE
"NCT00849615","ClinicalTrials.gov",NA,FALSE
"NCT00874848","ClinicalTrials.gov",NA,FALSE
"NCT00883623","ClinicalTrials.gov","2008-001405-41",TRUE
"NCT00893867","ClinicalTrials.gov",NA,FALSE
"NCT00903331","ClinicalTrials.gov",NA,FALSE
"NCT00942747","ClinicalTrials.gov","2009-011277-33",TRUE
"NCT00947414","ClinicalTrials.gov",NA,FALSE
"NCT01016002","ClinicalTrials.gov","2005-004866-17",TRUE
"NCT01020630","ClinicalTrials.gov",NA,FALSE
"NCT01025050","ClinicalTrials.gov",NA,FALSE
"NCT01029067","ClinicalTrials.gov",NA,FALSE
"NCT01061931","ClinicalTrials.gov",NA,FALSE
"NCT01098656","ClinicalTrials.gov","2009-011020-65",TRUE
"NCT01106365","ClinicalTrials.gov",NA,FALSE
"NCT01182428","ClinicalTrials.gov",NA,FALSE
"NCT01302600","ClinicalTrials.gov",NA,FALSE
"NCT01319344","ClinicalTrials.gov",NA,FALSE
"NCT01327547","ClinicalTrials.gov","2010-021994-35",TRUE
"NCT01329731","ClinicalTrials.gov","2010-020538-24",TRUE
"NCT01339260","ClinicalTrials.gov",NA,FALSE
"NCT01360840","ClinicalTrials.gov",NA,FALSE
"NCT01376297","ClinicalTrials.gov",NA,FALSE
"NCT01401296","ClinicalTrials.gov",NA,FALSE
"NCT01540877","ClinicalTrials.gov",NA,FALSE
"NCT01593540","ClinicalTrials.gov",NA,FALSE
"NCT01686893","ClinicalTrials.gov",NA,FALSE
"NCT01783639","ClinicalTrials.gov",NA,FALSE
"NCT02435056","ClinicalTrials.gov",NA,FALSE
"NCT00030680","ClinicalTrials.gov",NA,FALSE
"NCT00047099","ClinicalTrials.gov",NA,FALSE
"NCT00079105","ClinicalTrials.gov",NA,FALSE
"NCT00124813","ClinicalTrials.gov",NA,FALSE
"NCT00145132","ClinicalTrials.gov",NA,FALSE
"NCT00167583","ClinicalTrials.gov",NA,FALSE
"NCT00170573","ClinicalTrials.gov",NA,FALSE
"NCT00170677","ClinicalTrials.gov",NA,FALSE
"NCT00170690","ClinicalTrials.gov","2004-000719-25",TRUE
"NCT00180128","ClinicalTrials.gov",NA,FALSE
"NCT00180167","ClinicalTrials.gov",NA,FALSE
"NCT00204334","ClinicalTrials.gov",NA,FALSE
"NCT00204516","ClinicalTrials.gov",NA,FALSE
"NCT00204542","ClinicalTrials.gov","2004-002761-21",TRUE
"NCT00204581","ClinicalTrials.gov",NA,FALSE
"NCT00237419","ClinicalTrials.gov",NA,FALSE
"NCT00268853","ClinicalTrials.gov",NA,FALSE
"NCT00274742","ClinicalTrials.gov",NA,FALSE
"NCT00284687","ClinicalTrials.gov",NA,FALSE
"NCT00307450","ClinicalTrials.gov","2005-005940-18",TRUE
"NCT00310492","ClinicalTrials.gov",NA,FALSE
"NCT00322101","ClinicalTrials.gov",NA,FALSE
"NCT00324779","ClinicalTrials.gov",NA,FALSE
"NCT00326079","ClinicalTrials.gov",NA,FALSE
"NCT00337519","ClinicalTrials.gov",NA,FALSE
"NCT00344253","ClinicalTrials.gov","2004-004403-37",TRUE
"NCT00349089","ClinicalTrials.gov","2005-004840-30",TRUE
"NCT00368121","ClinicalTrials.gov",NA,FALSE
"NCT00369018","ClinicalTrials.gov",NA,FALSE
"NCT00372216","ClinicalTrials.gov",NA,FALSE
"NCT00373373","ClinicalTrials.gov","2005-005966-35",TRUE
"NCT00388505","ClinicalTrials.gov",NA,FALSE
"NCT00397345","ClinicalTrials.gov",NA,FALSE
"NCT00398554","ClinicalTrials.gov","2004-005244-28",TRUE
"NCT00401453","ClinicalTrials.gov",NA,FALSE
"NCT00402532","ClinicalTrials.gov",NA,FALSE
"NCT00403884","ClinicalTrials.gov",NA,FALSE
"NCT00405743","ClinicalTrials.gov",NA,FALSE
"NCT00407667","ClinicalTrials.gov",NA,FALSE
"NCT00411151","ClinicalTrials.gov",NA,FALSE
"NCT00425698","ClinicalTrials.gov","2006-002938-38",TRUE
"NCT00426660","ClinicalTrials.gov","2006-004306-50",TRUE
"NCT00427180","ClinicalTrials.gov",NA,FALSE
"NCT00431561","ClinicalTrials.gov",NA,FALSE
"NCT00431912","ClinicalTrials.gov",NA,FALSE
"NCT00434161","ClinicalTrials.gov",NA,FALSE
"NCT00437307","ClinicalTrials.gov",NA,FALSE
"NCT00450684","ClinicalTrials.gov",NA,FALSE
"NCT00451958","ClinicalTrials.gov","2006-006913-34",TRUE
"NCT00453895","ClinicalTrials.gov",NA,FALSE
"NCT00454389","ClinicalTrials.gov",NA,FALSE
"NCT00461656","ClinicalTrials.gov",NA,FALSE
"NCT00466102","ClinicalTrials.gov",NA,FALSE
"NCT00479609","ClinicalTrials.gov",NA,FALSE
"NCT00490984","ClinicalTrials.gov",NA,FALSE
"NCT00499265","ClinicalTrials.gov",NA,FALSE
"NCT00502554","ClinicalTrials.gov",NA,FALSE
"NCT00505570","ClinicalTrials.gov",NA,FALSE
"NCT00507832","ClinicalTrials.gov","2005-005638-10",TRUE
"NCT00511446","ClinicalTrials.gov","2006-004504-39",TRUE
"NCT00512993","ClinicalTrials.gov",NA,FALSE
"NCT00518895","ClinicalTrials.gov",NA,FALSE
"NCT00521560","ClinicalTrials.gov",NA,FALSE
"NCT00522015","ClinicalTrials.gov","2006-006166-42",TRUE
"NCT00523159","ClinicalTrials.gov","2006-006370-25",TRUE
"NCT00526487","ClinicalTrials.gov",NA,FALSE
"NCT00528671","ClinicalTrials.gov",NA,FALSE
"NCT00531726","ClinicalTrials.gov",NA,FALSE
"NCT00538590","ClinicalTrials.gov",NA,FALSE
"NCT00545077","ClinicalTrials.gov","2007-002841-19",TRUE
"NCT00545493","ClinicalTrials.gov",NA,FALSE
"NCT00554151","ClinicalTrials.gov",NA,FALSE
"NCT00554658","ClinicalTrials.gov",NA,FALSE
"NCT00555906","ClinicalTrials.gov","2010-022515-20",TRUE
"NCT00557531","ClinicalTrials.gov",NA,FALSE
"NCT00558506","ClinicalTrials.gov",NA,FALSE
"NCT00560430","ClinicalTrials.gov","2006-003567-31",TRUE
"NCT00561990","ClinicalTrials.gov","2007-000338-38",TRUE
"NCT00562107","ClinicalTrials.gov",NA,FALSE
"NCT00564239","ClinicalTrials.gov",NA,FALSE
"NCT00567801","ClinicalTrials.gov",NA,FALSE
"NCT00570765","ClinicalTrials.gov","2007-001424-12",TRUE
"NCT00592553","ClinicalTrials.gov","2007-005478-29",TRUE
"NCT00596700","ClinicalTrials.gov",NA,FALSE
"NCT00610116","ClinicalTrials.gov",NA,FALSE
"NCT00614224","ClinicalTrials.gov",NA,FALSE
"NCT00616096","ClinicalTrials.gov",NA,FALSE
"NCT00625898","ClinicalTrials.gov",NA,FALSE
"NCT00627094","ClinicalTrials.gov",NA,FALSE
"NCT00638209","ClinicalTrials.gov","2006-004734-32",TRUE
"NCT00656656","ClinicalTrials.gov",NA,FALSE
"NCT00661453","ClinicalTrials.gov",NA,FALSE
"NCT00661830","ClinicalTrials.gov",NA,FALSE
"NCT00661986","ClinicalTrials.gov",NA,FALSE
"NCT00662428","ClinicalTrials.gov",NA,FALSE
"NCT00663104","ClinicalTrials.gov",NA,FALSE
"NCT00663364","ClinicalTrials.gov",NA,FALSE
"NCT00665626","ClinicalTrials.gov",NA,FALSE
"NCT00666328","ClinicalTrials.gov",NA,FALSE
"NCT00666341","ClinicalTrials.gov","2007-002808-18",TRUE
"NCT00667667","ClinicalTrials.gov",NA,FALSE
"NCT00670878","ClinicalTrials.gov","2007-001094-29",TRUE
"NCT00678535","ClinicalTrials.gov","2007-004219-75",TRUE
"NCT00681135","ClinicalTrials.gov",NA,FALSE
"NCT00686244","ClinicalTrials.gov",NA,FALSE
"NCT00687050","ClinicalTrials.gov",NA,FALSE
"NCT00688597","ClinicalTrials.gov",NA,FALSE
"NCT00693888","ClinicalTrials.gov",NA,FALSE
"NCT00708253","ClinicalTrials.gov",NA,FALSE
"NCT00708942","ClinicalTrials.gov",NA,FALSE
"NCT00709852","ClinicalTrials.gov","2007-004746-33",TRUE
"NCT00710190","ClinicalTrials.gov",NA,FALSE
"NCT00710294","ClinicalTrials.gov",NA,FALSE
"NCT00711230","ClinicalTrials.gov","2007-001955-20",TRUE
"NCT00717340","ClinicalTrials.gov",NA,FALSE
"NCT00718939","ClinicalTrials.gov",NA,FALSE
"NCT00720850","ClinicalTrials.gov",NA,FALSE
"NCT00727207","ClinicalTrials.gov","2007-005116-12",TRUE
"NCT00730249","ClinicalTrials.gov",NA,FALSE
"NCT00735137","ClinicalTrials.gov",NA,FALSE
"NCT00736476","ClinicalTrials.gov","2007-003511-31",TRUE
"NCT00738582","ClinicalTrials.gov","2008-005448-18",TRUE
"NCT00742859","ClinicalTrials.gov",NA,FALSE
"NCT00749996","ClinicalTrials.gov",NA,FALSE
"NCT00751959","ClinicalTrials.gov","2008-000896-30",TRUE
"NCT00752336","ClinicalTrials.gov",NA,FALSE
"NCT00761059","ClinicalTrials.gov","2007-002824-13",TRUE
"NCT00763464","ClinicalTrials.gov",NA,FALSE
"NCT00765830","ClinicalTrials.gov",NA,FALSE
"NCT00766155","ClinicalTrials.gov","2006-006532-21",TRUE
"NCT00770783","ClinicalTrials.gov",NA,FALSE
"NCT00776763","ClinicalTrials.gov",NA,FALSE
"NCT00778648","ClinicalTrials.gov",NA,FALSE
"NCT00779597","ClinicalTrials.gov",NA,FALSE
"NCT00783653","ClinicalTrials.gov",NA,FALSE
"NCT00784446","ClinicalTrials.gov",NA,FALSE
"NCT00785421","ClinicalTrials.gov",NA,FALSE
"NCT00787293","ClinicalTrials.gov",NA,FALSE
"NCT00795548","ClinicalTrials.gov",NA,FALSE
