"","nctid","anticipated_enrollment","actual_enrollment","has_summary_result","start_date","stop_date","trial_days","source","reason_for_termination","reason_category","primary_reason_recoded","combination_reason_category"
"160","NCT02081053",40,30,FALSE,"2014-01-01","2016-11-01",1035,"Intovalue","Difficulty Enrolling","non_scientific_reason","Low accrual rate","non_scientific_reason"
"161","NCT00945126",45,68,FALSE,"2006-12-01","2017-08-01",3896,"Intovalue","Poor accrural","non_scientific_reason","Low accrual rate","non_scientific_reason"
"162","NCT00711542",100,31,FALSE,"2008-09-01","2014-12-01",2282,"Intovalue","Slow recruitment","non_scientific_reason","Low accrual rate","non_scientific_reason"
"163","NCT01690572",30,14,FALSE,"2012-10-01","2016-12-01",1522,"Intovalue","recruitment was not sufficient.","non_scientific_reason","Low accrual rate","non_scientific_reason"
"164","NCT01517776",33,28,FALSE,"2012-01-01","2014-03-01",790,"Intovalue","due to an altered benefit&#x2F;risk assessment.","scientific_reason","Evidence of harm","scientific_reason"
"165","NCT01060423",80,8,FALSE,"2010-02-01","2011-12-01",668,"Intovalue","Terminated due to poor subject enrolment","non_scientific_reason","Low accrual rate","non_scientific_reason"
"166","NCT01045512",400,96,FALSE,"2009-10-01","2014-09-01",1796,"Intovalue","unsufficient recruitment","non_scientific_reason","Low accrual rate","non_scientific_reason"
"167","NCT02818959",NA,7,FALSE,"2013-12-01","2014-03-01",90,"Intovalue","Due to inability to recruit sufficient sample size in reasonable time frame.","non_scientific_reason","Low accrual rate","non_scientific_reason"
"168","NCT02606799",24,5,FALSE,"2016-05-01","2017-04-01",335,"Intovalue","No further recruitment possible due to changed conditions","non_scientific_reason","Administrative, logistical, or technical issues","non_scientific_reason"
"169","NCT02417103",30,2,FALSE,"2011-12-01","2016-09-01",1736,"Intovalue","Recruiting failure","non_scientific_reason","Low accrual rate","non_scientific_reason"
"170","NCT02071511",50,50,FALSE,"2014-01-01","2016-01-01",730,"Intovalue","The Sponsor appreciate the devastating impact that the results of the SYMPLICITY HTN 3 trial had on research progress for renal denervation. Based on the lack of recent progress, it is no longer practical to maintain the agreement.","scientific_reason","External evidence","scientific_reason"
"171","NCT01887041",128,24,FALSE,"2010-01-01","2015-12-01",2160,"Intovalue","Recruiting problems","non_scientific_reason","Low accrual rate","non_scientific_reason"
"172","NCT01759238",72,1,FALSE,"2013-05-01","2014-10-01",518,"Intovalue","unexpectedly slow recruitment","non_scientific_reason","Low accrual rate","non_scientific_reason"
"173","NCT01021202",40,23,FALSE,"2009-10-01","2014-04-01",1643,"Intovalue","unexpectedly slow recruitment","non_scientific_reason","Low accrual rate","non_scientific_reason"
"174","NCT00858793",10,5,FALSE,"2008-11-28","2016-08-31",2833,"Intovalue","A leukaemia case was reported in patient treated with a similar vector. For safety risk we stopped recruitment","scientific_reason","External evidence","scientific_reason"
"175","NCT02728453",60,7,FALSE,"2016-04-27","2017-09-25",516,"Intovalue","Insufficient recruitment.","non_scientific_reason","Low accrual rate","non_scientific_reason"
"176","NCT02374567",2000,407,FALSE,"2015-01-01","2017-06-28",909,"Intovalue","[No reason posted]","reason_not_provided","Reason not provided",NA
"177","NCT01336530",810,40,FALSE,"2011-04-01","2017-01-01",2102,"Intovalue","The study stopped prematurely due to and administrative reasons, not based on grounds of safety.","non_scientific_reason","Administrative, logistical, or technical issues","non_scientific_reason"
"178","NCT01117662",118,13,FALSE,"2012-05-01","2016-05-01",1461,"Intovalue","The planned recruitment number of 180 Patient could not been achieved.","non_scientific_reason","Low accrual rate","non_scientific_reason"
"179","NCT02772146",16,2,FALSE,"2016-05-11","2017-01-23",257,"Intovalue","After 2 patients it was concluded that a large change in exclusion criteria and study design was needed to obtain the ojective for the study","non_scientific_reason","Administrative, logistical, or technical issues","non_scientific_reason"
"180","NCT02130128",10,6,FALSE,"2014-04-01","2014-12-01",244,"Intovalue","Sufficient clinical evidence was gathered","scientific_reason","Internal evidence (unspecified)","scientific_reason"
"181","NCT01666600",90,63,FALSE,"2012-08-01","2017-03-01",1673,"Intovalue","Interim Analysis for Feasibility","scientific_reason","Evidence of futility","scientific_reason"
"182","NCT01617980",15,4,FALSE,"2012-04-01","2014-03-01",699,"Intovalue","Slow accrual","non_scientific_reason","Low accrual rate","non_scientific_reason"
"183","NCT01362582",120,32,FALSE,"2010-03-01","2014-08-01",1614,"Intovalue","[No reason posted]","reason_not_provided","Reason not provided",NA
"184","NCT00753441",100,24,FALSE,"2009-02-01","2017-08-16",3118,"Intovalue","Low patient accrual","non_scientific_reason","Low accrual rate","non_scientific_reason"
"185","NCT01522612",150,5,FALSE,"2013-04-01","2015-03-01",699,"Intovalue","poor accrual","non_scientific_reason","Low accrual rate","non_scientific_reason"
"186","NCT02641782",36,3,FALSE,"2015-11-01","2016-12-23",418,"Intovalue","Antibody supply was discontinued by United Therapeutics Corporation.","non_scientific_reason","Lack of investigational product","non_scientific_reason"
"187","NCT02891863",NA,9,TRUE,"2015-09-01","2016-03-01",182,"Intovalue","Futility","scientific_reason","Evidence of futility","scientific_reason"
"188","NCT02523859",530,25,FALSE,"2015-07-01","2016-06-01",336,"Intovalue","Poor recruitment","non_scientific_reason","Low accrual rate","non_scientific_reason"
"189","NCT00595647",240,162,FALSE,"2008-02-01","2014-03-01",2220,"Intovalue","insufficient enrollment","non_scientific_reason","Low accrual rate","non_scientific_reason"
"190","NCT02039167",300,14,FALSE,"2014-01-01","2017-03-21",1175,"Intovalue","The recruitment rate was very poor. The study was stopped by amendment on 2015-08-28.","non_scientific_reason","Low accrual rate","non_scientific_reason"
"191","NCT02594332",90,29,FALSE,"2015-11-17","2017-05-22",552,"Intovalue","recruitment problems","non_scientific_reason","Low accrual rate","non_scientific_reason"
"192","NCT01340690",438,284,FALSE,"2011-03-08","2016-03-31",1850,"Intovalue","The sample size of the planned interims analysis was achieved","other","Other/unspecified reason",NA
"193","NCT00659867",200,182,FALSE,"2008-12-01","2014-03-01",1916,"Intovalue","Recruitment problems","non_scientific_reason","Low accrual rate","non_scientific_reason"
"194","NCT02312479",15,6,FALSE,"2014-12-01","2015-11-01",335,"Intovalue","[No reason posted]","reason_not_provided","Reason not provided",NA
"195","NCT00834314",20,3,FALSE,"2010-02-01","2014-05-01",1550,"Intovalue","extended obligations of amended medical device law in Germany 2010 did not allow to continue and complete the trial due to budget limitation","non_scientific_reason","Lack of funding","non_scientific_reason"
"196","NCT02675816",40,16,FALSE,"2015-08-01","2016-07-01",335,"Intovalue","Study halted due to low recruitment. Reimbursement changes require a larger study with additional centers and therefore, a new study planned as replacement.","non_scientific_reason","Low accrual rate","non_scientific_reason"
"197","NCT02139098",150,23,FALSE,"2014-05-01","2017-11-01",1280,"Intovalue","Recruiting problems because of the time expenditure required for participating and the strict criteria of inclusion and exclusion","non_scientific_reason","Low accrual rate","non_scientific_reason"
"198","NCT02207309",150,1,FALSE,"2015-06-22","2016-07-29",403,"Intovalue","poor recruitment","non_scientific_reason","Low accrual rate","non_scientific_reason"
"199","NCT01690325",94,21,FALSE,"2012-09-01","2016-11-01",1522,"Intovalue","Therapy of HER2+ patients according to protocol was no longer appropriate. Patient enrolment behind planned schedule and challenges of site performance","scientific_reason","External evidence","both_scientific_and_non_scientific"
"200","NCT01439958",75,14,FALSE,"2012-02-01","2013-07-01",516,"Intovalue","Core study 12011.201 was terminated.","other","Other/unspecified reason",NA
"201","NCT01419002",120,5,FALSE,"2011-10-01","2014-10-01",1096,"Intovalue","lack of recruitment","non_scientific_reason","Low accrual rate","non_scientific_reason"
"202","NCT01407679",30,7,FALSE,"2011-08-01","2014-10-01",1157,"Intovalue","[No reason posted]","reason_not_provided","Reason not provided",NA
"203","NCT01303250",170,31,FALSE,"2011-04-01","2015-04-01",1461,"Intovalue","The final decision of the review of HES-containing solution shall be awaited.","scientific_reason","External evidence","scientific_reason"
"204","NCT00413127",150,78,FALSE,"2007-09-01","2014-03-01",2373,"Intovalue","Less patients than expected for inclusion, therefore patient recruitment is to low","non_scientific_reason","Low accrual rate","non_scientific_reason"
"205","NCT02058810",100,46,FALSE,"2010-09-01","2014-05-01",1338,"Intovalue","Lack of patients, PI left","non_scientific_reason","Low accrual rate","non_scientific_reason"
"206","NCT02739685",144,17,FALSE,"2016-09-01","2018-05-01",607,"Intovalue","Slow enrollment, access to devices","non_scientific_reason","Low accrual rate","non_scientific_reason"
"207","NCT02632292",224,33,FALSE,"2016-01-01","2018-04-01",821,"Intovalue","Slow enrollment","non_scientific_reason","Low accrual rate","non_scientific_reason"
"208","NCT01312623",180,31,FALSE,"2010-03-01","2016-03-01",2192,"Intovalue","Terminated, because it is not possible to recruit enough participants","non_scientific_reason","Low accrual rate","non_scientific_reason"
"209","NCT02140138",36,35,FALSE,"2014-06-01","2016-04-01",670,"Intovalue","Recruitment was terminated after enrolment of 35 instead of 36 evaluable patients for administrative reasons.","non_scientific_reason","Administrative, logistical, or technical issues","non_scientific_reason"
"210","NCT01683864",60,3,TRUE,"2012-09-01","2015-05-01",972,"Intovalue","Recruitment problems","non_scientific_reason","Low accrual rate","non_scientific_reason"
"211","NCT01582048",60,9,FALSE,"2012-04-01","2016-08-17",1599,"Intovalue","slow enrollment","non_scientific_reason","Low accrual rate","non_scientific_reason"
"212","NCT01289938",42,49,FALSE,"2009-07-01","2015-06-01",2161,"Intovalue","To unsuccessful recruitment of rare UM-genotype. All other planned genotype groups are completed (EM, IM and PM).","non_scientific_reason","Low accrual rate","non_scientific_reason"
"213","NCT00961142",60,23,FALSE,"2009-06-01","2015-12-30",2403,"Intovalue","slow recruitment","non_scientific_reason","Low accrual rate","non_scientific_reason"
"214","NCT02198482",352,6,FALSE,"2016-02-01","2016-11-01",274,"Intovalue","development program of study drug volasertib was stopped by Boehringer Ingelheim due to manufacturing problems","non_scientific_reason","Lack of investigational product","non_scientific_reason"
"215","NCT01837082",100,18,FALSE,"2013-04-01","2015-12-01",974,"Intovalue","Insufficient recruitment","non_scientific_reason","Low accrual rate","non_scientific_reason"
"216","NCT01397149",82,4,FALSE,"2011-10-01","2013-11-01",762,"Intovalue","Insufficient recruitment","non_scientific_reason","Low accrual rate","non_scientific_reason"
"217","NCT01611207",250,12,FALSE,"2012-06-01","2013-12-01",548,"Intovalue","The patient recruitment was behind target, no successful completion of the planned patient numbers within trial period could be expected","non_scientific_reason","Low accrual rate","non_scientific_reason"
"218","NCT01165450",72,2,TRUE,"2011/11/01 00:00:00","2014-02-01",823,"Contrast","Drug manufacturer could not supply study drug.","non_scientific_reason","Lack of investigational product","non_scientific_reason"
"219","NCT00506909",40,21,TRUE,"2008/03/01 00:00:00","2014-03-01",2191,"Contrast","Break in funding","non_scientific_reason","Lack of funding","non_scientific_reason"
"220","NCT00470548",73,49,TRUE,"2007/04/01 00:00:00","2014-10-01",2740,"Contrast","Practice patterns with pemetrexed have evolved.","scientific_reason","External evidence","scientific_reason"
"221","NCT01614067",114,30,TRUE,"2012/05/01 00:00:00","2014-07-01",791,"Contrast","Slow enrollment resulted in withdraw of funding","non_scientific_reason","Low accrual rate","non_scientific_reason"
"222","NCT01061671",1126,885,TRUE,"2010/03/01 00:00:00","2014-01-01",1402,"Contrast","Futility","scientific_reason","Evidence of futility","scientific_reason"
"223","NCT02566278",20,20,FALSE,"2015/10/20 00:00:00","2016-07-25",279,"Contrast","Data collection has been halted. We are not recruiting any more subjects.","other","Other/unspecified reason",NA
"224","NCT01373918",120,41,TRUE,"2010/12/01 00:00:00","2014-07-01",1308,"Contrast","The study was terminated due to slow enrollment.","non_scientific_reason","Low accrual rate","non_scientific_reason"
"225","NCT02120027",500,558,TRUE,"2014/02/01 00:00:00","2015-10-01",579,"Contrast","Because of negative results of the sister study NAK-06 and the low overall response rate at week 24.","scientific_reason","External evidence","scientific_reason"
"226","NCT01963403",130,26,TRUE,"2013/12/01 00:00:00","2015-08-01",608,"Contrast","Futility of recruitment","non_scientific_reason","Low accrual rate","non_scientific_reason"
"227","NCT01123161",400,120,TRUE,"2010/06/01 00:00:00","2015-04-01",1765,"Contrast","The ICTuS 2 portion of the trial has been halted and data will be analyzed.","other","Other/unspecified reason",NA
"228","NCT01261299",80,21,FALSE,"2010/12/01 00:00:00","2017-06-01",2374,"Contrast","Contract ended","non_scientific_reason","Administrative, logistical, or technical issues","non_scientific_reason"
"229","NCT02605304",40,7,TRUE,"2016/02/17 00:00:00","2017-01-20",338,"Contrast","The study experienced enrollment difficulties.","non_scientific_reason","Low accrual rate","non_scientific_reason"
"230","NCT02215161",54,14,TRUE,"2014/09/02 00:00:00","2017-02-15",897,"Contrast","Risk to benefit ratio is not acceptable","scientific_reason","Evidence of harm","scientific_reason"
"231","NCT02428309",18,1,TRUE,"2015/08/27 00:00:00","2016-09-02",372,"Contrast","Due to participant recruitment feasibility","non_scientific_reason","Low accrual rate","non_scientific_reason"
"232","NCT01116661",50,199,TRUE,"2010/08/01 00:00:00","2017-12-28",2706,"Contrast","The primary objective for high grade gliomas has been met and the FDA has now approved the drug (Gleolan) for use in the United States.","scientific_reason","Evidence of benefit","scientific_reason"
"233","NCT02147301",51,17,TRUE,"2014/12/17 00:00:00","2017-01-27",772,"Contrast","Risk to benefit ratio is not acceptable","scientific_reason","Evidence of harm","scientific_reason"
"234","NCT02444793",70,24,TRUE,"2015/05/01 00:00:00","2017-09-26",854,"Contrast","The study was terminated due to marginal efficacy and change in sponsor prioritization. The combination had a manageable safety profile.","scientific_reason","Evidence of futility","both_scientific_and_non_scientific"
"235","NCT02465983",12,4,FALSE,"2015/05/01 00:00:00","2017-09-01",854,"Contrast","Lack of efficacy and funding to continue investigation","scientific_reason","Evidence of futility","both_scientific_and_non_scientific"
"236","NCT02205307",800,347,TRUE,"2015/01/01 00:00:00","2017-05-01",851,"Contrast","Slow recruitment","non_scientific_reason","Low accrual rate","non_scientific_reason"
"237","NCT02254902",100,27,FALSE,"2014/09/01 00:00:00","2015-12-01",456,"Contrast","Changes in funding status","non_scientific_reason","Lack of funding","non_scientific_reason"
"238","NCT01601626",426,71,TRUE,"2013/07/13 00:00:00","2017-01-19",1286,"Contrast","The study was stopped early due to feasibility concerns.","non_scientific_reason","Administrative, logistical, or technical issues","non_scientific_reason"
"239","NCT01098422",34,10,TRUE,"2010/01/01 00:00:00","2015-01-01",1826,"Contrast","Halted due to slow enrollment","non_scientific_reason","Low accrual rate","non_scientific_reason"
"240","NCT02093962",440,265,TRUE,"2014/06/01 00:00:00","2016-04-01",670,"Contrast","At the interim analysis, the futility boundary was not met and the study was stopped due to insufficient efficacy.","scientific_reason","Evidence of futility","scientific_reason"
"241","NCT02508441",76,22,FALSE,"2015/12/08 00:00:00","2017-11-13",706,"Contrast","Part 1 of the study was completed and the maximum tolerated dose determined. Part 2 of the study was terminated and will be conducted under a new protocol.","other","Other/unspecified reason",NA
"242","NCT01562132",100,6,TRUE,"2013/09/01 00:00:00","2014-07-01",303,"Contrast","Stopped in accordance with pre-specified stopping rules for poor recruitment.","non_scientific_reason","Low accrual rate","non_scientific_reason"
"243","NCT01841307",15,16,FALSE,"2015/07/01 00:00:00","2017-03-01",609,"Contrast","Difficulty recruiting; Funding ended; interim analysis provided sufficient data for interpretation.","non_scientific_reason","Low accrual rate","non_scientific_reason"
"244","NCT01313923",15,3,TRUE,"2011/02/01 00:00:00","2014-10-01",1338,"Contrast","Lack of funding","non_scientific_reason","Lack of funding","non_scientific_reason"
"245","NCT01510756",10,4,TRUE,"2011/12/01 00:00:00","2014-05-01",882,"Contrast","slow enrollment","non_scientific_reason","Low accrual rate","non_scientific_reason"
"246","NCT01838499",100,224,TRUE,"2013/05/01 00:00:00","2014-10-01",518,"Contrast","At the planned IA for decision making, no evidence was demonstrated of MEDI8968 activity in reducing (HS) severity or pain over that seen with placebo.","scientific_reason","Evidence of futility","scientific_reason"
"247","NCT01391949",70,7,FALSE,"2011/07/01 00:00:00","2015-06-01",1431,"Contrast","[No reason posted]","reason_not_provided","Reason not provided",NA
"248","NCT02046928",20,5,FALSE,"2014/02/01 00:00:00","2015-11-01",638,"Contrast","Slow enrollment","non_scientific_reason","Low accrual rate","non_scientific_reason"
"249","NCT02327637",130,5,FALSE,"2014/12/01 00:00:00","2016-12-12",742,"Contrast","Low recruitment","non_scientific_reason","Low accrual rate","non_scientific_reason"
"250","NCT00771862",30,16,FALSE,"2008/10/01 00:00:00","2017-05-30",3163,"Contrast","Could not secure funding to complete the study.","non_scientific_reason","Lack of funding","non_scientific_reason"
"251","NCT02644122",29,1,TRUE,"2016/11/01 00:00:00","2017-06-01",212,"Contrast","Slow enrollment","non_scientific_reason","Low accrual rate","non_scientific_reason"
"252","NCT02177773",120,300,TRUE,"2014/06/23 00:00:00","2017-08-07",1141,"Contrast","FDA approved agent for this indication during enrollment","scientific_reason","External evidence","scientific_reason"
"253","NCT02078895",80,15,FALSE,"2014/02/01 00:00:00","2017-02-01",1096,"Contrast","The study was terminated due to low enrollment","non_scientific_reason","Low accrual rate","non_scientific_reason"
"254","NCT02591381",400,3,FALSE,"2015/10/01 00:00:00","2017-10-01",731,"Contrast","Study was started but closed prior to completion because we could not meet enrollment numbers","non_scientific_reason","Low accrual rate","non_scientific_reason"
"255","NCT02719730",60,5,FALSE,"2016/06/22 00:00:00","2016-08-02",41,"Contrast","Change in study design to be a pilot with no randomization to intervention&#x2F;control","non_scientific_reason","Administrative, logistical, or technical issues","non_scientific_reason"
"256","NCT02317276",15,11,TRUE,"2014/12/01 00:00:00","2017-04-06",857,"Contrast","Unable to meet the study&#x27;s recruitment goals","non_scientific_reason","Low accrual rate","non_scientific_reason"
"257","NCT02634606",NA,13,TRUE,"2011/03/22 00:00:00","2017-10-01",670,"Contrast","Unable to obtain supplement for this study. Unable to recruit.","non_scientific_reason","Lack of investigational product","non_scientific_reason"
"258","NCT02745353",60,7,TRUE,"2016/05/01 00:00:00","2017-06-22",417,"Contrast","Couldn&#x27;t enough accrue patients","non_scientific_reason","Low accrual rate","non_scientific_reason"
"259","NCT02368691",55,32,TRUE,"2015/06/01 00:00:00","2017-09-22",844,"Contrast","Lack of Efficacy","scientific_reason","Evidence of futility","scientific_reason"
"260","NCT01390584",200,6,TRUE,"2012/04/02 00:00:00","2014-01-01",640,"Contrast","slow accrual","non_scientific_reason","Low accrual rate","non_scientific_reason"
"261","NCT01683747",200,4,FALSE,"2012/06/01 00:00:00","2014-11-01",883,"Contrast","Lower than anticipated enrollment","non_scientific_reason","Low accrual rate","non_scientific_reason"
"262","NCT01829347",100,18,TRUE,"2014/04/01 00:00:00","2015-10-01",548,"Contrast","Due to results from the VTI-208 study, the ELAD plan is being re-evaluated.","scientific_reason","External evidence","scientific_reason"
"263","NCT02354092",108,14,TRUE,"2015/04/02 00:00:00","2015-08-25",145,"Contrast","[No reason posted]","reason_not_provided","Reason not provided",NA
"264","NCT02605824",20,1,TRUE,"2016/03/01 00:00:00","2017-12-01",640,"Contrast","The study was closed after we determined that this albuterol&#x2F;NAC regimen may be associated with excessive bronchoconstriction.","scientific_reason","Evidence of harm","scientific_reason"
"265","NCT01545648",45,4,TRUE,"2012/11/01 00:00:00","2015-06-09",950,"Contrast","Low Accrual","non_scientific_reason","Low accrual rate","non_scientific_reason"
"266","NCT00632827",45,21,TRUE,"2008/07/01 00:00:00","2014-06-23",2183,"Contrast","Manufacturing shortage of both Diftitox and Doxil","non_scientific_reason","Lack of investigational product","non_scientific_reason"
"267","NCT01641601",80,8,TRUE,"2012/07/01 00:00:00","2015-07-01",1095,"Contrast","Inadequate enrollment. Key study personnel transitioned to a different role.","non_scientific_reason","Low accrual rate","non_scientific_reason"
"268","NCT02567448",100,24,FALSE,"2015/07/01 00:00:00","2016-08-11",407,"Contrast","Failed to accrue","non_scientific_reason","Low accrual rate","non_scientific_reason"
"269","NCT01821443",45,10,FALSE,"2012/12/01 00:00:00","2015-10-22",1055,"Contrast","Loss of funding","non_scientific_reason","Lack of funding","non_scientific_reason"
"270","NCT01709474",78,7,TRUE,"2013/06/01 00:00:00","2014-07-01",395,"Contrast","Due to slow enrollment","non_scientific_reason","Low accrual rate","non_scientific_reason"
"271","NCT02307552",10,1,TRUE,"2013/06/01 00:00:00","2014-04-01",304,"Contrast","The probe could not be anchored in place and would rotate about its axis, thus comparison was difficult.","non_scientific_reason","Lack of investigational product","non_scientific_reason"
"272","NCT01721603",39,2,TRUE,"2013/04/01 00:00:00","2016-01-01",1005,"Contrast","Low accrual","non_scientific_reason","Low accrual rate","non_scientific_reason"
"273","NCT01780636",30,7,TRUE,"2013/01/01 00:00:00","2014-01-01",365,"Contrast","POOR RECRUITMENT","non_scientific_reason","Low accrual rate","non_scientific_reason"
"274","NCT02294981",30,4,TRUE,"2016/01/01 00:00:00","2017-09-01",609,"Contrast","Protocol was changed to make it easier for treating doctors. No safety concerns","non_scientific_reason","Administrative, logistical, or technical issues","non_scientific_reason"
"275","NCT02524106",200,11,TRUE,"2016/08/01 00:00:00","2019-04-01",973,"Contrast","Industry won&#x27;t be moving forward with production of bococizumab","non_scientific_reason","Lack of investigational product","non_scientific_reason"
"276","NCT01211756",20,1,TRUE,"2010/10/01 00:00:00","2015-02-01",1584,"Contrast","Break in funding","non_scientific_reason","Lack of funding","non_scientific_reason"
"277","NCT02672033",10,2,TRUE,"2015/09/01 00:00:00","2018-07-17",1050,"Contrast","slow enrollment","non_scientific_reason","Low accrual rate","non_scientific_reason"
"278","NCT01046773",20,3,FALSE,"2010/01/01 00:00:00","2017-05-01",2677,"Contrast","Low enrollment","non_scientific_reason","Low accrual rate","non_scientific_reason"
"279","NCT01773746",1260,80,FALSE,"2013/08/01 00:00:00","2017-03-01",1308,"Contrast","Poor Recruitment","non_scientific_reason","Low accrual rate","non_scientific_reason"
"280","NCT01617291",400,46,FALSE,"2013/03/01 00:00:00","2014-02-01",337,"Contrast","A similar study was recently published with definitive results.","scientific_reason","External evidence","scientific_reason"
"281","NCT01737593",246,108,TRUE,"2012/11/01 00:00:00","2014-04-01",516,"Contrast","Interim analysis revealed a negative effect.","scientific_reason","Evidence of harm","scientific_reason"
"282","NCT01943188",14,2,FALSE,"2014/05/01 00:00:00","2016-03-01",670,"Contrast","[No reason posted]","reason_not_provided","Reason not provided",NA
"283","NCT02381392",260,23,TRUE,"2014/08/01 00:00:00","2016-11-19",841,"Contrast","Insufficient enrollment, investigator left institution","non_scientific_reason","Low accrual rate","non_scientific_reason"
"284","NCT01290523",30,14,TRUE,"2010/05/01 00:00:00","2014-05-01",1461,"Contrast","Off study clinical use of Y90 glass microspheres (TheraSphere)","scientific_reason","External evidence","scientific_reason"
"285","NCT01778855",120,6,TRUE,"2013/02/01 00:00:00","2015-08-01",911,"Contrast","[No reason posted]","reason_not_provided","Reason not provided",NA
"286","NCT01502761",20,4,TRUE,"2012/03/01 00:00:00","2016-05-01",1522,"Contrast","No safety issues. Low enrollment secondary to negative stroke studies 2013","scientific_reason","External evidence","both_scientific_and_non_scientific"
"287","NCT00610467",120,2,TRUE,"2006/10/01 00:00:00","2016-10-01",3653,"Contrast","Slow accrual","non_scientific_reason","Low accrual rate","non_scientific_reason"
"288","NCT02170298",40,6,TRUE,"2014/02/01 00:00:00","2015-06-01",485,"Contrast","Lack of enrollment","non_scientific_reason","Low accrual rate","non_scientific_reason"
"289","NCT01402544",40,20,TRUE,"2011/07/01 00:00:00","2015-03-01",1339,"Contrast","Per study sponsor decision.","non_scientific_reason","Administrative, logistical, or technical issues","non_scientific_reason"
"290","NCT00751101",80,24,TRUE,"2007/08/20 00:00:00","2014-03-24",2408,"Contrast","Low Accrual","non_scientific_reason","Low accrual rate","non_scientific_reason"
"291","NCT02728700",9,1,FALSE,"2016/02/01 00:00:00","2018-07-01",881,"Contrast","Accrual factor","non_scientific_reason","Low accrual rate","non_scientific_reason"
"292","NCT01615042",18,6,FALSE,"2012/08/01 00:00:00","2017-05-01",1734,"Contrast","Lack of enrollment","non_scientific_reason","Low accrual rate","non_scientific_reason"
"293","NCT01138553",66,4,FALSE,"2010/06/01 00:00:00","2014-06-01",1461,"Contrast","Inadequate subject accrual","non_scientific_reason","Low accrual rate","non_scientific_reason"
"294","NCT02280395",150,9,FALSE,"2014/10/01 00:00:00","2015-06-01",243,"Contrast","Company merger resulted in business decision to terminate the study.","non_scientific_reason","Administrative, logistical, or technical issues","non_scientific_reason"
"295","NCT01826305",120,23,FALSE,"2014/07/01 00:00:00","2015-10-23",479,"Contrast","[No reason posted]","reason_not_provided","Reason not provided",NA
"296","NCT02450201",10,5,FALSE,"2016/10/12 00:00:00","2017-01-17",97,"Contrast","Low accrual","non_scientific_reason","Low accrual rate","non_scientific_reason"
"297","NCT01695473",24,11,TRUE,"2013/04/23 00:00:00","2015-02-05",653,"Contrast","Lack of Accrual","non_scientific_reason","Low accrual rate","non_scientific_reason"
"298","NCT01442714",50,33,TRUE,"2011/08/01 00:00:00","2014-08-01",1096,"Contrast","Lack of efficacy - Inability to meet the primary response endpoint","scientific_reason","Evidence of futility","scientific_reason"
"299","NCT01055028",20,18,TRUE,"2010/02/01 00:00:00","2016-03-01",2220,"Contrast","Poor accrual","non_scientific_reason","Low accrual rate","non_scientific_reason"
"300","NCT02206776",50,2,TRUE,"2014/09/01 00:00:00","2015-05-01",242,"Contrast","poor tolerability and low enrollment rate","scientific_reason","Evidence of harm","both_scientific_and_non_scientific"
"301","NCT01719861",10,6,TRUE,"2012/10/01 00:00:00","2014-05-01",577,"Contrast","Lack of efficacy","scientific_reason","Evidence of futility","scientific_reason"
"302","NCT01965002",30,5,TRUE,"2014/05/01 00:00:00","2015-03-24",327,"Contrast","Accrual factor","non_scientific_reason","Low accrual rate","non_scientific_reason"
"303","NCT02855086",10,3,TRUE,"2016/10/01 00:00:00","2016-11-08",38,"Contrast","logistics","non_scientific_reason","Administrative, logistical, or technical issues","non_scientific_reason"
"304","NCT02736578",10,8,TRUE,"2016/07/01 00:00:00","2017-04-24",297,"Contrast","Logistics","non_scientific_reason","Administrative, logistical, or technical issues","non_scientific_reason"
"305","NCT02757547",10,2,TRUE,"2015/09/01 00:00:00","2017-11-15",806,"Contrast","Business decision to discontinue development of this investigational device.","non_scientific_reason","Administrative, logistical, or technical issues","non_scientific_reason"
"306","NCT01034514",30,35,FALSE,"2009/12/01 00:00:00","2014-06-24",1666,"Contrast","business decision","non_scientific_reason","Administrative, logistical, or technical issues","non_scientific_reason"
"307","NCT01094587",54,39,FALSE,"2009/11/01 00:00:00","2015-06-24",2061,"Contrast","Enrollment difficulty","non_scientific_reason","Low accrual rate","non_scientific_reason"
"308","NCT01123005",40,28,FALSE,"2010/12/01 00:00:00","2015-08-21",1724,"Contrast","Logistical","non_scientific_reason","Administrative, logistical, or technical issues","non_scientific_reason"
"309","NCT01987375",12,1,FALSE,"2015/11/01 00:00:00","2017-04-19",535,"Contrast","logistics","non_scientific_reason","Administrative, logistical, or technical issues","non_scientific_reason"
"310","NCT01067144",560,422,TRUE,"2010/05/01 00:00:00","2016-07-01",2253,"Contrast","Trial met futility stopping point","scientific_reason","Evidence of futility","scientific_reason"
"311","NCT02586415",476,182,TRUE,"2016/04/01 00:00:00","2017-08-01",487,"Contrast","Interim analysis showed a high likelihood of benefit in the endovascular group","scientific_reason","Evidence of benefit","scientific_reason"
"312","NCT02303041",40,10,TRUE,"2015/02/01 00:00:00","2017-04-01",790,"Contrast","Business Decision","non_scientific_reason","Administrative, logistical, or technical issues","non_scientific_reason"
"313","NCT01020812",24,11,TRUE,"2009/09/01 00:00:00","2014-03-01",1642,"Contrast","enrollment was too low","non_scientific_reason","Low accrual rate","non_scientific_reason"
"314","NCT01506726",60,11,TRUE,"2012/03/01 00:00:00","2014-10-01",944,"Contrast","Study drug expiration and supply shortage","non_scientific_reason","Lack of investigational product","non_scientific_reason"
